split_index,seed_accepted,UniProt_AC,group_id,group_size,group_bucket,group_status,split,protein_label,label_mask
1,42,A0AVF1,grp_1747,13.0,medium,constrained,train,Non_target,True
1,42,A0FGR8,grp_0704,21.0,large,constrained,train,Non_target,True
1,42,A0FGR9,grp_0704,21.0,large,constrained,train,Non_target,True
1,42,A0JLT2,grp_0000,30.0,large,constrained,train,Non_target,True
1,42,A1A4S6,grp_0761,51.0,large,constrained,train,Non_target,True
1,42,A1Z199,grp_0001,1.0,singleton,constrained,train,Non_target,True
1,42,A2A288,grp_1062,2.0,small,constrained,train,Non_target,True
1,42,A2RRP1,grp_0514,220.0,large,constrained,train,Non_target,True
1,42,A3KN83,grp_0603,11.0,medium,constrained,train,Non_target,True
1,42,A4D0T7,grp_0002,1.0,singleton,constrained,train,Non_target,True
1,42,A5D8V6,grp_0475,28.0,large,constrained,train,Non_target,True
1,42,A5D8V7,grp_1764,59.0,large,constrained,train,Non_target,True
1,42,A5PLN9,grp_1747,13.0,medium,constrained,train,Non_target,True
1,42,A5X5Y0,grp_0124,25.0,large,constrained,train,Non_target,True
1,42,A5YKK6,grp_0003,1.0,singleton,constrained,train,Non_target,True
1,42,A6H8Y1,grp_0004,1.0,singleton,constrained,train,Non_target,True
1,42,A6ND01,grp_0283,2.0,small,constrained,test,Non_target,True
1,42,A6NED2,grp_0475,28.0,large,constrained,train,Non_target,True
1,42,A6NFQ2,grp_0618,2.0,small,constrained,train,Non_target,True
1,42,A6NGQ2,grp_0514,220.0,large,constrained,train,Non_target,True
1,42,A6NIX2,grp_0915,13.0,medium,constrained,test,Non_target,True
1,42,A6NKF1,grp_1083,20.0,medium,constrained,train,Non_target,True
1,42,A7MCY6,grp_1256,5.0,small,constrained,train,Non_target,True
1,42,A8K0Z3,grp_0005,1.0,singleton,constrained,train,Non_target,True
1,42,A8K8P3,grp_0006,1.0,singleton,constrained,test,Non_target,True
1,42,A8MT69,grp_0007,4.0,small,constrained,test,Non_target,True
1,42,A8MTZ0,grp_0008,1.0,singleton,constrained,train,Non_target,True
1,42,A9UF07,,,,no_group,test,Non_target,False
1,42,B4DGM9,grp_1287,18.0,medium,constrained,train,Non_target,True
1,42,D6RGH6,grp_0009,1.0,singleton,constrained,train,Non_target,True
1,42,D9YZV4,grp_0010,2.0,small,constrained,train,Non_target,True
1,42,E9PGT3,grp_1154,119.0,large,constrained,train,Non_target,True
1,42,O00116,grp_0011,1.0,singleton,constrained,train,Non_target,True
1,42,O00139,grp_0012,1.0,singleton,constrained,train,Non_target,True
1,42,O00141,grp_1154,119.0,large,constrained,train,Non_target,True
1,42,O00148,grp_1333,36.0,large,constrained,train,Non_target,True
1,42,O00151,grp_0152,71.0,large,constrained,test,Non_target,True
1,42,O00159,grp_0013,3.0,small,constrained,train,Non_target,True
1,42,O00161,grp_0014,1.0,singleton,constrained,train,Non_target,True
1,42,O00165,grp_1430,2.0,small,constrained,train,Non_target,True
1,42,O00170,grp_0015,1.0,singleton,constrained,train,Non_target,True
1,42,O00187,grp_0016,1.0,singleton,constrained,test,Drug_target,True
1,42,O00189,grp_0017,1.0,singleton,constrained,train,Non_target,True
1,42,O00203,grp_1747,13.0,medium,constrained,train,Non_target,True
1,42,O00206,grp_2043,18.0,medium,constrained,train,Drug_target,True
1,42,O00212,grp_1932,117.0,large,constrained,train,Non_target,True
1,42,O00213,grp_0018,1.0,singleton,constrained,test,Non_target,True
1,42,O00217,grp_0019,17.0,medium,constrained,train,Non_target,True
1,42,O00219,grp_1594,15.0,medium,constrained,train,Non_target,True
1,42,O00221,grp_2007,41.0,large,constrained,train,Non_target,True
1,42,O00222,grp_1048,25.0,large,constrained,train,Non_target,True
1,42,O00231,grp_0771,30.0,large,constrained,train,Non_target,True
1,42,O00232,grp_0771,30.0,large,constrained,train,Non_target,True
1,42,O00233,grp_0022,1.0,singleton,constrained,train,Non_target,True
1,42,O00254,grp_1080,41.0,large,constrained,test,Non_target,True
1,42,O00255,grp_0023,1.0,singleton,constrained,train,Drug_target,True
1,42,O00257,grp_0803,8.0,medium,constrained,train,Non_target,True
1,42,O00264,grp_0024,1.0,singleton,constrained,train,Non_target,True
1,42,O00267,grp_0029,18.0,medium,constrained,train,Non_target,True
1,42,O00268,grp_0025,2.0,small,constrained,train,Non_target,True
1,42,O00270,grp_1080,41.0,large,constrained,test,Non_target,True
1,42,O00287,grp_0026,1.0,singleton,constrained,train,Non_target,True
1,42,O00291,grp_0027,1.0,singleton,constrained,train,Non_target,True
1,42,O00300,grp_0028,6.0,medium,constrained,train,Non_target,True
1,42,O00303,grp_0029,18.0,medium,constrained,train,Non_target,True
1,42,O00311,grp_0718,3.0,small,constrained,train,Drug_target,True
1,42,O00327,grp_0658,11.0,medium,constrained,test,Non_target,True
1,42,O00329,grp_0030,9.0,medium,constrained,train,Drug_target,True
1,42,O00401,grp_0031,1.0,singleton,constrained,test,Non_target,True
1,42,O00408,grp_0884,18.0,medium,constrained,train,Non_target,True
1,42,O00410,grp_1184,74.0,large,constrained,test,Non_target,True
1,42,O00422,grp_0032,2.0,small,constrained,train,Non_target,True
1,42,O00429,grp_2050,2.0,small,constrained,train,Non_target,True
1,42,O00443,grp_0704,21.0,large,constrained,train,Non_target,True
1,42,O00444,grp_1154,119.0,large,constrained,train,Drug_target,True
1,42,O00451,grp_1840,17.0,medium,constrained,train,Non_target,True
1,42,O00459,grp_0033,1.0,singleton,constrained,test,Non_target,True
1,42,O00469,grp_1594,15.0,medium,constrained,train,Non_target,True
1,42,O00470,grp_0543,5.0,small,constrained,train,Non_target,True
1,42,O00471,grp_1184,74.0,large,constrained,test,Non_target,True
1,42,O00472,grp_0731,2.0,small,constrained,train,Non_target,True
1,42,O00482,grp_0034,1.0,singleton,constrained,train,Non_target,True
1,42,O00483,grp_0035,1.0,singleton,constrained,test,Non_target,True
