pair_Degree,pair_LocalClustCoeff,pair_TriangleCount,pair_AvgNeighborDegree,true_label
0.08551048323962294,0.21299319723341106,0.05010754169848316,-0.10537432750737574,1
-0.004123683532033866,-0.20726176757612205,-0.12676493772954073,-0.05906161398706379,0
-0.007394175225812613,-0.20531981541661612,-0.14717670930226506,-0.05675200617806695,0
-0.007394175225812613,-0.20531981541661612,-0.14717670930226506,-0.05675200617806695,0
-0.007394175225812613,-0.20531981541661612,-0.14717670930226506,-0.05675200617806695,0
-0.007394175225812613,-0.20531981541661612,-0.14717670930226506,-0.05675200617806695,0
-0.007394175225812613,-0.20531981541661612,-0.14717670930226506,-0.05675200617806695,0
-0.007394175225812613,-0.20531981541661612,-0.14717670930226506,-0.05675200617806695,0
-0.000696520881477244,-0.1064917136259447,-0.15245708226884166,-0.06204204853922323,0
-0.007394175225812613,-0.20531981541661612,-0.14717670930226506,-0.05675200617806695,0
-0.007394175225812613,-0.20531981541661612,-0.14717670930226506,-0.05675200617806695,0
-0.007394175225812613,-0.20531981541661612,-0.14717670930226506,-0.05675200617806695,0
-0.007394175225812613,-0.20531981541661612,-0.14717670930226506,-0.05675200617806695,0
-0.007394175225812613,-0.20531981541661612,-0.14717670930226506,-0.05675200617806695,0
-0.007394175225812613,-0.20531981541661612,-0.14717670930226506,-0.05675200617806695,0
-0.0007027420397013638,0.0701418661627591,-0.16263136260088745,-0.18601126896908107,0
0.02124071455598446,0.0763441376750227,0.04693721859282966,0.034598271077681673,0
0.0030112686833386397,0.10013880168248125,0.05014105575857428,0.04516005878582225,0
-0.01369861426958333,0.026468601248020016,-0.2171500876119911,0.015267001833837435,0
-0.018674150052733474,-0.09540072534793893,-0.05984445990200086,-0.004955893732429432,0
0.0019332741019795388,-0.2805234704637004,-0.006158416571162231,-0.007411915574353045,0
-0.0004506875533838619,-0.18277080530000767,-0.13273180020647518,0.012433847917451097,0
-0.10162588037464652,0.05431682204135584,-0.014600915760297956,-0.37111558008627105,0
-0.017108205803173317,-0.21645841822475834,-0.15453273851005472,-0.02227377091123466,0
0.020859257103939544,0.09380281998079659,0.052182765301985366,-0.1680797192097327,0
-0.020892986911467976,-0.24073709949702038,0.0026217558972980526,0.03708868592281194,0
0.06784181649406511,0.22161521140898674,0.03857537198619138,0.02143554126366418,0
0.013142690014653813,-0.0032436929423253036,0.07586790361924849,-0.06219636313784444,0
0.01648371293785876,-0.18286431770495257,0.08077598860843373,0.09138088453050515,0
0.002591810231867942,-0.1639467544912907,0.08143650496349994,0.10368594138165176,0
-0.006165167506770381,-0.03715350723926946,0.025508939194619787,0.04142625293887065,0
0.023047710302561752,-0.05877682163353917,0.0082654548935718,0.04446432068760687,0
0.014966324333759225,-0.20934119862350484,0.07559633289655943,0.03738184375845964,0
0.014966324333759225,-0.20934119862350484,0.07559633289655943,0.03738184375845964,0
0.015601741288186846,-0.21955512030330346,0.07743230172925354,0.017259669340924922,0
-0.00886748156863907,-0.11527340205618934,0.0026651514987951395,0.000298472947252001,0
-0.023345446599547938,-0.12718354347240443,-0.07714810040299545,-0.007083086175784946,0
-0.016648532646420473,-0.11531910478813587,0.01096400961588342,0.00785289893921868,0
-0.025919707172281755,-0.14279334365983937,-0.06401602235668144,0.005563087745122642,0
0.018499259678672865,-0.1203946997099515,-0.11499560432246325,-0.13886421063949683,0
-0.004108371533993009,-0.0821377332995716,-0.16709649340329882,-0.11717065013525363,0
0.002519566106825063,0.0030997936799659525,-0.1717105393007636,-0.023425600740697067,0
0.043158112412725116,0.18874811799813232,0.05164901358130015,0.024727156169748243,0
0.004490510879131294,0.09780119035641777,0.05969837152911426,0.050915634882936794,0
-0.007457170862484399,-0.20018811897609573,-0.14682074670908207,-0.0802696188946129,0
-0.007457170862484399,-0.20018811897609573,-0.14682074670908207,-0.0802696188946129,0
-0.007457170862484399,-0.20018811897609573,-0.14682074670908207,-0.0802696188946129,0
-0.0050729535363518525,-0.194632916818579,-0.14716621841622785,-0.07306008380518479,0
-0.007457170862484399,-0.20018811897609573,-0.14682074670908207,-0.0802696188946129,0
-0.007457170862484399,-0.20018811897609573,-0.14682074670908207,-0.0802696188946129,0
0.010772015826261494,-0.14249463986129904,-0.11599297848101922,-0.05648123682856867,0
-0.007457170862484399,-0.20018811897609573,-0.14682074670908207,-0.0802696188946129,0
-0.007457170862484399,-0.20018811897609573,-0.14682074670908207,-0.0802696188946129,0
-0.007457170862484399,-0.20018811897609573,-0.14682074670908207,-0.0802696188946129,0
-0.007457170862484399,-0.20018811897609573,-0.14682074670908207,-0.0802696188946129,0
-0.007457170862484399,-0.20018811897609573,-0.14682074670908207,-0.0802696188946129,1
-0.0050729535363518525,-0.194632916818579,-0.14716621841622785,-0.07306008380518479,0
-0.007457170862484399,-0.20018811897609573,-0.14682074670908207,-0.0802696188946129,0
-0.0050729535363518525,-0.194632916818579,-0.14716621841622785,-0.07306008380518479,0
-0.007457170862484399,-0.20018811897609573,-0.14682074670908207,-0.0802696188946129,0
-0.007457170862484399,-0.20018811897609573,-0.14682074670908207,-0.0802696188946129,0
-0.006203305460819619,-0.20105933426096248,-0.15100143990273054,-0.05542155668664655,0
-0.006203305460819619,-0.20105933426096248,-0.15100143990273054,-0.05542155668664655,1
-0.0015492672881829523,-0.10893281772631722,-0.15038209662301974,-0.06991330883811292,0
0.004494398094241151,-0.1483254684599857,-0.13078161308961206,-0.05113643320752917,0
